Time (ms),ECG_Signal (mV),Filtered_ECG (mV),HRV (ms),P_Wave_Amplitude (mV),T_Wave_Amplitude (mV),QRS_Duration (ms),ST_Segment (mV),PR_Interval (ms),Label (Diabetes)
1880,1.0552008115994624,0.9687682234204968,929.8194329605908,0.20306837381046539,0.31569850164586605,94.53615727997708,-0.08111435446196161,150.39394327696115,1
1890,1.0296505783560064,0.9898432917453697,936.5342029759896,0.2742833396859122,0.3386844256112618,117.5272469009889,-0.14574935359707464,160.15484646246887,0
1900,0.7418522909004517,0.783486708629508,899.4954710427986,0.26839392724795286,0.34012229927889037,91.02267105236714,-0.14174854131783066,168.4057002750195,0
1910,0.5931027678058992,0.5065728880996535,778.0860572698009,0.19616937475211182,0.35069442213191937,93.2869008824693,0.07897264689487699,164.79124254766282,1
1920,1.3972157579533269,1.4136498499885815,972.1585092117489,0.2870682665809889,0.37457188431313293,108.03233672006961,0.057122636434469465,158.91240284289427,0
1930,1.4004180571633305,1.3695946685539218,901.2196935717502,0.2929222525503759,0.2999917983929577,110.61265198101545,0.1130982697005547,160.394624327152,0
1940,1.133101457273268,1.1572845608267635,868.132189294132,0.19901138130450613,0.34604983790591426,117.17613935396615,0.17499246895964188,134.1129528342309,0
1950,0.8390297910487007,0.7481781978112032,733.2968407640443,0.20316374231895823,0.3238345470731674,88.19209636224838,0.0767709453066368,185.01863234437434,0
1960,0.8492095746126609,0.9235169358431361,834.1166631419276,0.22584512301329382,0.23732798795953652,111.91992140876896,-0.13765938537942263,163.34082559528122,0
1970,1.2259556788702395,1.3206534727057189,838.1074813605778,0.29116812188005103,0.20513792897388164,109.54184213587854,-0.10262295329383574,130.48638893637624,0
1980,1.397110259952577,1.4908858310097153,959.369082856801,0.2814479149713467,0.2569082771353868,82.55178225014392,0.13687749234924584,181.29256812662223,0
1990,1.3870864242651173,1.4370167906137024,863.9944660563365,0.16538519438753846,0.2886067412675239,95.48892564840828,-0.11627756966631658,194.59551827018805,0
2000,1.2798755458576239,1.2058927938837503,814.1201646911229,0.2089096114907124,0.3234211888857313,91.31061828240394,-0.17099107321820745,195.78455193895695,0
2010,1.1420316461542876,1.1936842853400922,993.0400985531978,0.23300567846246578,0.3699918661006411,92.17961697416122,0.08131202161690021,149.5214185928938,0
2020,0.5841399649950488,0.48905734828680913,733.2161779978946,0.22546987088273102,0.23924914334123315,119.31787518218803,-0.038989457803943195,130.84134988486034,0
2030,0.6616287140946138,0.5660534244004132,826.7645284935834,0.1790794601905339,0.22510995797969544,105.71109653919711,0.16801602101836144,161.47197013064522,1
2040,1.3985541885270791,1.3632762323569874,712.6074025514216,0.2788225156752232,0.3926959894948655,108.70704631173999,0.060102028437464594,129.00873834793765,0
2050,1.10642905965959,1.1041576977405232,921.9712362300791,0.25154111744952556,0.22160891187528142,119.06470549260037,-0.16383240888333572,194.71899348100936,0
2060,0.5091970516166296,0.5632785351781883,975.4229656597452,0.27568625622777054,0.29569821402143787,95.08807129830555,0.17914262690146432,134.68637018841167,0
2070,0.6014715428660321,0.6381306181873332,784.0111988651469,0.2788146419024208,0.3171127457586604,112.07360673811223,-0.09657709454390165,140.2212687960931,0
2080,1.1635017691080558,1.1526823103834054,957.5025030397362,0.26225337804986093,0.3082748841814877,97.38123853217982,-0.0651150038374857,152.53092215079764,0
2090,0.5050615838462187,0.4597869171025519,787.6654691385693,0.2158815901874576,0.21720643140658866,114.78134687259919,-0.03909583452658319,150.65315748473006,0
2100,0.6608080514174987,0.7602329514490409,973.2310484931745,0.24158201325231365,0.21140538280072388,87.22630165245212,-0.17951028143827472,183.57303139183114,0
2110,1.0487337893665862,1.0339700498137807,926.1885710790352,0.17405481091796146,0.22109668549220715,117.90744708257118,-0.0013938311077580645,156.50534564407698,0
2120,1.1918951976926933,1.1821726025586283,941.4720330524316,0.2510468126212361,0.31711753677452253,88.75086833643519,-0.1506726035698831,133.66146080026695,1
2130,1.1519612595026005,1.0846860237409344,705.4019666801363,0.17688798836089212,0.30886897752686426,93.04882027923726,-0.03961186932465929,141.37679163888592,0
2140,0.7242693094605598,0.7832312192105457,988.8431071222078,0.2540924385765235,0.24674815840734887,110.24768936427122,-0.059716084803166286,160.72907081500176,0
2150,1.2121792213475358,1.2509156665038335,918.0012976210969,0.18443972411309528,0.3275548283691183,95.75020566261627,0.10913603337060135,131.7963133940908,0
2160,0.7372490874968001,0.6814030100545522,791.42532861584,0.167632695022533,0.3640135004111299,104.32845507065787,0.12126820465309246,168.93245405168113,0
2170,0.8253996981592677,0.7418759072824362,948.8183994576541,0.17479267352144362,0.20831579196931876,97.78294004277714,-0.1386348470443648,165.25978452409169,0
2180,1.2464914051180243,1.2825912655329668,784.456359524479,0.15029882028286054,0.2996259887096085,109.69479748359127,-0.053379525048309534,177.17618531058062,0
2190,1.1496328990472147,1.1805351419034418,961.8261518698384,0.2578109426780295,0.33786208242053806,89.13325009474443,-0.05065873558726733,195.01636923034943,0
2200,1.349223410494178,1.3038753158938199,733.7741171235812,0.25986015735875684,0.25046238541393745,82.33831948947508,-0.139435822425566,192.98036488809245,1
2210,1.1576128923003433,1.2477856047504252,911.1057932382387,0.2272400024869889,0.2615541810586298,91.99717589892265,0.1193814020204762,195.6860494455065,1
2220,1.0683086033354716,0.9985201816916517,862.2095429934731,0.17420442015830756,0.32272758059787676,98.97234659473722,0.08289133133416932,139.57724776189607,0
2230,0.5936747678280925,0.5801417280366129,728.9603410586323,0.16253315062660345,0.3795870586887474,86.72080208770714,-0.12384728548118612,130.52522453114838,0
2240,0.8677158030594335,0.9564389870929533,772.5681484776517,0.15286934496559304,0.3619848840605799,94.19189158625555,-0.05331123656248038,144.18213603971589,1
2250,0.7652023676817254,0.7491478310669499,703.7212108831944,0.1748622265447831,0.3166260438199167,95.99932073174274,-0.15767799005739433,191.60681382130517,0
2260,0.7439896433790836,0.7716948329119007,840.6303896393517,0.283628330247472,0.34604434355144986,82.29567374753094,0.051282638837217565,197.76427796987906,0
2270,1.4730105547524457,1.4525294343450046,790.3795782280001,0.18623052625525227,0.27296449404155976,103.33228992736818,-0.15145123018055215,188.74599608563807,0
2280,0.8930977246667604,0.8479407651364944,879.5072452893277,0.20314069908258234,0.32819310561975157,115.3737371188515,0.19437366744996715,128.8014176902035,0
2290,1.3920465551771133,1.4888420847690789,789.1713423125851,0.16580182267219998,0.29323631822551144,86.06971651812209,0.11227282987514492,195.79423984478345,0
2300,1.131138625997263,1.1130054272602714,789.9757334520954,0.18335419571222553,0.2379872272915122,103.91232053606056,-0.043904580166401974,153.8686421880629,0
2310,1.2948113035416484,1.3736311442774753,922.957959619481,0.22788368561703076,0.3403476547754515,106.58956819643385,0.03142557291174178,120.7448232609883,0
2320,1.002637093105192,0.9486280142834093,714.4428507935061,0.24116290246434788,0.31129292746976445,96.77338721677154,0.16453672648656353,155.3914992598555,0
2330,1.076903884626359,1.0195248254313756,970.8684985575962,0.18680284712493164,0.2717243163907183,108.0439034945708,0.021639712158330437,123.68553357403741,1
2340,0.9925176938188639,0.8987445103957662,955.6791623173544,0.15865982388376756,0.38226783801572617,96.42926173964048,-0.13020060544081793,163.51023369288941,0
2350,0.6952429877980445,0.7255763528732215,900.341404967922,0.2086549303691098,0.20418682356534668,100.1854915190974,-0.04851865776753628,147.0843221949641,0
2360,1.2224521152615053,1.1961573840062576,877.9664710322153,0.18513050563895012,0.2631546302498992,80.29412178217709,0.13725794601189817,157.8747946875239,0
2370,0.7807723624408558,0.8536440124087832,967.6907494418956,0.1829330884844703,0.21137627955552932,107.66880456538755,0.05768520639584718,169.05362885944936,1
2380,0.5243159664314538,0.5189579477697652,755.5990538586143,0.2939794204070183,0.35330546324432544,106.45370715778898,0.060289753733520135,189.50408766542563,1
2390,1.145472295907168,1.2391109814901122,723.6907486572486,0.24244507288885858,0.3404214908227585,81.53603509305378,0.1467285942753957,172.9521261177543,0
2400,0.6771106794070489,0.6142157825476732,771.8530509728614,0.23353176647581436,0.26627044374726344,94.73000429580532,0.1575892229850019,154.72390947825446,0
2410,1.4404585843529143,1.5141832179440364,938.3734836100571,0.21236626552849827,0.3351325804414146,119.16127363166669,0.16791702871177455,185.5542282936292,1
2420,1.4539285770025874,1.5092479475609357,710.401080017945,0.21434165001452163,0.27918744523919,96.82946250274468,-0.16206032269873757,192.44657100585056,0
2430,1.4148643902204485,1.469048759149259,874.842050525047,0.23113575057571212,0.3512507582844869,100.07781620527368,0.017650400785240355,129.5807973145758,0
2440,0.8701587002554444,0.939115345878822,998.6312548573931,0.2544644710554161,0.2908367325473412,116.39720632638874,0.09620380848732746,162.55463820422332,0
2450,0.5154566165288674,0.5676614147174672,956.7088281512617,0.2553219144272744,0.28245594556633313,108.69047503463025,0.10277073805080555,142.76095677939554,0
2460,1.4283185625877253,1.4535626269140083,856.4337067130768,0.17575408615581742,0.3869459830976602,103.28280524496894,0.04268648078800155,123.7648958301558,0
2470,0.9281841483173143,0.8544331238537919,719.0922727859927,0.22501691281149405,0.2501758199781401,111.9121872536429,-0.13328506592653033,173.4837356091188,0
2480,1.4666548190436695,1.3731600549419198,949.4120543157129,0.21179371425511528,0.2240894679993131,114.57465065823894,0.11896822157666576,189.02166219673805,0
2490,1.4636199770892528,1.5477895466523903,879.6935524531632,0.28057904494040764,0.3169086226518917,98.27552286949067,0.08804453340597829,133.03221235819152,1
2500,1.35300945546736,1.3763395183715075,734.47989911787,0.24471283818275646,0.3938643624568358,99.00433459727341,-0.1655456913803855,184.99309260991203,1
2510,0.7944488920695857,0.853756350264821,728.1571854470069,0.22987560996239725,0.27556784274543733,95.44203742607343,-0.014476070130249485,188.27165868295532,1
2520,0.8850977286019253,0.8814021989044353,972.8880458309777,0.1673091963268376,0.2124073527257563,118.66824560073843,-0.13040904019127858,193.1472354133187,1
2530,1.351136671516857,1.2745983093093358,900.7600788814235,0.2408456833985117,0.2678610534619135,107.88665017161401,-0.06500918171481126,141.2228071268842,0
2540,0.8169220051562777,0.7419591635967877,948.7860397950267,0.167580585852035,0.3011863308639117,83.32892264832289,-0.19276756311772583,192.31624521519115,0
2550,0.6694927466860925,0.7066058041318868,963.6936700846802,0.2005809863348628,0.23238460132644276,114.51838493252075,-0.039868052635696705,145.6530203789146,0
2560,1.0568012624583503,1.0428624414382428,871.5317056144967,0.17142629472214976,0.3316204436112984,99.22239763345073,0.01995076846248417,164.1870410764402,1
2570,1.436154774160781,1.3762597195008484,855.2339055265124,0.2538110470536553,0.39954987780204015,82.7501562568995,0.04783303713083473,124.04059766658257,0
2580,1.196029796674973,1.1943487060232603,829.128223096297,0.1809378170754229,0.2903478951962888,101.98869020653244,0.06539613805148403,123.51048706949949,1
2590,1.070061170089365,0.9829029575043917,795.0839763373358,0.2087789059782039,0.27094571134604256,96.68657115902809,0.134516525240984,177.62985701857622,0
2600,0.5971764937707685,0.6135707741536482,830.3787882576136,0.2843512166428168,0.2801408333668933,115.109976194505,-0.113814837089708,155.55839823822328,1
2610,1.1150072266991697,1.0688059075861893,932.1638967190469,0.18064745750984554,0.22302923567904023,88.1597841443755,-0.15180727102461283,140.5033900295374,0
2620,1.4900538501042633,1.5495656702317009,880.5770293045395,0.22617075959381686,0.37665472028524477,113.05858437968732,0.1406148687591703,135.23307968199282,0
2630,0.640084015236524,0.6021564070212387,967.7569869864539,0.2128907491749033,0.2829651311042704,102.3075476474181,-0.13735487404294006,173.59627926873745,1
2640,1.0183296523637368,1.0093736821800972,833.0140043137563,0.15271860615685945,0.2774548822849683,82.18441212853877,0.18990403253447813,120.03212352202719,0
2650,1.3773730719279556,1.2796971799095758,882.1268736156262,0.26891371703592193,0.3319380545860949,118.87381205301938,0.13701529175945482,184.47129353574834,1
2660,1.2407686177542043,1.1552579953131161,889.3922659275966,0.16035688594718994,0.2884066841862247,100.50460976412799,0.00035064235583964765,126.33996849039431,0
2670,1.197015740995268,1.175514452276605,877.5091486918976,0.22113825314654303,0.3296466937615692,91.6350741692633,0.1925685699688101,135.31916919264955,0
2680,1.2024840839871094,1.198471850930534,910.7901319256549,0.23410174424084249,0.2122892580261575,98.77627367957032,-0.16104930835679832,150.89891162392718,0
2690,0.8594911512197552,0.879495260843616,771.2300405124419,0.24426396849218807,0.3627446687444455,114.31431134069956,-0.07877369552995934,158.7886991772883,0
2700,0.7935918442644934,0.751924360006354,853.7091332637372,0.2532947443961813,0.38810079057588054,92.19612497540254,0.05528976601624458,148.39960926511534,0
2710,1.3093611554785136,1.3483575327038222,731.2674408425044,0.18799085752840725,0.3297530772318772,87.70705585946801,-0.059997252610728496,145.65697319874351,0
2720,1.3101133946791808,1.3821378741170216,815.3533982934438,0.1514968164987674,0.39091318577176215,85.16284987723526,0.17134902079231673,197.11328096585507,0
2730,1.3670723185801037,1.4230425163587737,846.3001205863793,0.25851654935323676,0.23028646287399268,91.91437593560845,-0.17374956472887298,171.32637449947154,0
2740,1.4132405525564713,1.3211643176261427,895.6672778636417,0.2303484899021368,0.2954832378960708,111.20192348160174,0.019764732824385817,121.87463642939106,0
2750,1.0113423988609378,1.0074437883125036,985.159315775861,0.2754176554810873,0.32036134678908945,98.86505460781046,0.03634650695804581,154.41407267554507,0
2760,1.0015162946871996,0.9225023303708346,880.1953199645068,0.2732082544351041,0.3163473294842374,89.0992641477416,0.06109124951088962,190.00069597951762,1
2770,1.2982951789667752,1.2467041821392806,923.078174852968,0.2764989251681825,0.28029235581780865,86.64739998438996,-0.09773351066727423,144.11649491285343,0
2780,1.1499639307777652,1.2472964494311944,851.8798178485608,0.222764198996931,0.2676168818732523,93.30917906041516,-0.05417342899205421,127.56450758195106,0
2790,1.2019668772577035,1.1304659858380062,890.2312094128994,0.20004425937552983,0.22536480451008378,117.59697491542835,0.13747221186599107,180.67078172719343,0
2800,1.295792669436101,1.2955703001263723,721.279664840132,0.2687337303887055,0.27834849011245566,93.72106850360097,-0.12202289241193608,168.4811065548865,0
2810,1.3900053418175662,1.41363648868119,776.3174742525541,0.21769411695438823,0.23253216302109703,119.5249630381854,0.1307471388693448,165.6250006261203,0
2820,0.8379951568515358,0.8784881509603566,808.5559279615416,0.17751632946051518,0.34687313529844366,99.40921823061424,0.025062169161096964,124.28612476859263,1
2830,0.875582952639944,0.8875126893373269,841.748006501954,0.27824610293422114,0.241766187098918,87.16655673160604,0.10487500447763287,131.2399207836414,1
2840,0.593981939840869,0.4959361093247057,713.6946236507151,0.2823839815158521,0.2117130610569068,115.64560367174037,0.08544294650538864,169.80395169704911,0
2850,1.078280140996174,1.0435724026449724,742.0072292659953,0.21994646342102553,0.31047322756344686,98.41421492539308,-0.1169954018460484,136.62590731670687,0
2860,0.5359422737967421,0.5394846024736843,783.0442923373918,0.1613549590964681,0.31904594654388035,108.38685374018098,0.027525094573549153,160.32560637987393,1
2870,0.9655980181324602,0.8831713179614268,991.4598072703152,0.20817391348753966,0.37438261225610114,119.34846332836608,0.14708926112203696,163.59053488235148,0
2880,1.0426446347075766,1.0127700209494128,799.4041021309152,0.2705306489193905,0.3153963224835364,82.00701401279896,-0.027153505279228274,142.68057522167516,0
2890,0.7865412521282844,0.6931818738865577,844.6123174336248,0.28526610428193433,0.26909617074468917,83.86778239150269,0.18663630808932669,195.87401244331943,0
2900,1.0908332605690108,1.0065489600000148,758.8293138215179,0.18052091137463938,0.36060237630526415,108.81826965851025,-0.019113959959312782,187.397128546846,0
2910,0.5305002499390494,0.5098849051793687,883.2340213227305,0.16004604180379073,0.30805577863748423,91.27300013181888,-0.14288574533284615,177.78988061062387,1
2920,0.5373481887492144,0.46389133955782647,784.2049646547923,0.2816025679699258,0.21585605692623835,87.37205587800396,-0.04422612796893072,126.23950931275273,0
2930,1.3226005606596583,1.3361087303119699,762.097773531528,0.20841074084683128,0.31317011206264933,81.57447519278918,0.18068096255621485,128.49040154472155,0
2940,0.8601906414112629,0.898083635238716,854.9717885337938,0.23126414464013448,0.3816037090843325,80.87386847944808,-0.07211166026405832,159.42250766919645,0
2950,0.6270605126518848,0.6871778524737013,701.6517397481263,0.2952098718076138,0.2792625250996441,110.97942412479163,0.14723926394682513,132.85706793527885,1
2960,1.0222432600548044,0.9622733089037664,702.2992097947676,0.15998470918713342,0.25926516037996006,85.377337094782,0.15250027267275595,198.26123708235792,1
2970,1.2699935530986108,1.2034900695504247,765.7206427305573,0.24724770111781433,0.22869389140360402,98.70882463884604,-0.05992539026721558,132.68161872219275,0
2980,0.7158210274968432,0.6367345955637232,711.0164087502463,0.16111581338623004,0.23028910438707148,104.23587260717932,-0.16669693677974717,158.99742683711793,0
2990,1.1228904758190001,1.1501765257277274,732.4077262392074,0.20632033926997506,0.2865542968683638,97.13407202275386,0.08982316366352727,149.12968454732044,0
3000,0.585347464993768,0.6266426102911482,801.6581948016255,0.270572181779017,0.31913596483230594,81.08426609344933,-0.0753950803944056,171.15091371632784,1
3010,0.5516817211686077,0.4579989501337361,940.7757038739438,0.21502083491334517,0.21612308103392036,111.34006010351635,0.11316944570302895,130.322912711154,1
3020,1.0313546315681479,1.118597080816886,871.6145930107903,0.29957735308544253,0.38791371780503314,80.42052898166614,-0.022938060695826767,154.42531424339126,0
3030,1.0406351216101064,0.9510293783404009,853.8003177869249,0.23385889274199032,0.3510267234890392,110.47559577509936,-0.005893303062951383,141.9764026245715,1
3040,1.1374299014982066,1.1456891685584207,788.0466469624365,0.19817432289539302,0.31732478365673256,115.73217975152491,0.11116376269941475,191.02012197373506,0
3050,1.2260913337226615,1.2679034376128449,979.5261158298449,0.18301669888571295,0.3656877341877982,97.3135968422869,-0.047054667575348846,123.24685697077561,0
3060,1.4758520794625345,1.5500459042117516,819.1045123711575,0.20257808014292428,0.21603735136242266,101.42169892391193,-0.022749061870834197,193.09819952051674,0
3070,1.0163003483011952,1.0591177347276808,726.1278300387314,0.20587999106393262,0.2953677755466249,99.07933570470615,-0.049523812492151154,186.63953108424005,0
3080,0.822956472941246,0.8833020895552044,885.1199548353404,0.16030705165859413,0.3260186253723327,95.56834474493755,-0.05306379388908802,143.80565731526525,0
3090,1.2951861947687036,1.2630762332772647,734.1515180429805,0.20543612991401597,0.36573058122365787,115.49698141481441,0.010378630760583762,183.14325237416838,0
3100,0.7708322512620742,0.8337972740113767,803.5669428405076,0.21963577796088374,0.35669391200985356,115.75734042679963,0.1235197778004603,122.4970848270998,0
3110,0.9389714207056361,0.8549943899825712,852.2235816153427,0.2584106628358207,0.25541384994267996,93.43265458566138,-0.05529267523097367,197.3492440234715,0
3120,0.578456381342266,0.6574197125543715,962.2667574055528,0.24850942270824117,0.38817603391184086,104.60279016058792,0.009701888215094684,162.12759540718315,0
3130,0.5253507434154575,0.5348692186462047,848.0639741020356,0.2563148482843731,0.2248691682861741,117.07630248583456,0.06829093017704035,144.26248208523563,0
3140,1.462648414677925,1.5261079686704238,910.6776298094993,0.15125455228152856,0.37502672372423046,118.48233995765406,-0.092224221478538,149.00665700757418,0
3150,1.3359801205122057,1.3264437774158657,997.8450516997211,0.1826501099370804,0.3941880499209237,100.3583616168819,-0.08899087803904299,125.3124282768398,0
3160,1.195974206093698,1.224689745133003,739.4467359693945,0.24925264325997848,0.23543070464452512,98.11299221137307,0.17336525080938192,199.14796112336313,0
3170,0.9089529444142699,0.9142334766014926,782.4194576558558,0.22259840522696206,0.3444132128407571,91.14777263714103,0.08941382933243547,123.1433556120554,1
3180,0.6732943200708458,0.7196122244219121,818.3728226792939,0.1507970213502519,0.20805710375559971,118.35487492761641,0.030874670489323547,172.39256985182874,1
3190,0.656437042671086,0.5727630390772039,826.5484535616495,0.27067419636477336,0.281084565027831,85.7125721789147,0.05908802176824479,155.41887421651666,1
3200,0.7502428981645953,0.6623133149627081,823.3063225796637,0.2659214359935506,0.3032566598395348,103.19318304190901,-0.18828022275863265,195.91329745509722,0
3210,1.0492266647061204,0.9986473115081497,972.2833007669665,0.23226287444903437,0.31612904518192686,91.30201070074556,0.04724118622467874,139.67997922454362,0
3220,1.2145959227000622,1.1465048587226998,914.2097933400569,0.15996949886644082,0.3871874496497119,91.16033161391186,0.0038035492896807688,162.5669459150409,0
3230,1.1601973767177314,1.2345540900361718,882.3715642272111,0.2649772574298877,0.33445013745883895,96.19874349504754,0.018299871911774263,158.58849668662023,0
3240,0.7799338969459428,0.7237766944175517,792.8118153588346,0.23755703815970458,0.2962555902438474,119.95171743262618,-0.05623046926767317,176.22931552400811,0
3250,1.454865280663194,1.5500383318270203,947.1371152663884,0.26729399657369385,0.3619350072531779,82.19865227359288,-0.16741044091482327,125.44081855619365,0
3260,1.2378969166957685,1.2052760750499898,986.5181534454966,0.26276204885937604,0.3901065641908818,103.14167272814126,-0.12266430655517913,135.5031304018684,1
3270,1.0543540525114006,0.9907776356491405,946.3594847650679,0.27045031079367554,0.20441322973645817,83.30288632141108,0.18029788528506868,137.165185607428,0
3280,1.1117207462343521,1.169660447662848,700.4695315574419,0.2277012099606937,0.39650425445120774,86.18083319962076,-0.03652017509162642,179.0520603873352,1
3290,0.9196000624277899,0.9513416175279652,890.9204110550221,0.17104867772902724,0.21722642781273607,97.58251767091595,-0.013326737667654326,135.1310957061392,1
3300,0.7477309895011575,0.7473701327917852,715.3406144326302,0.2506736210069533,0.3628773558537523,100.41840525385766,-0.17891608405862441,165.87934111127814,0
3310,0.8559726786512616,0.8670453888387878,777.2821661001166,0.24307106775779558,0.2560669505102825,90.35169633458096,-0.18497350818240776,137.2195056400763,1
3320,1.257846110464369,1.3016864661188219,717.8574101043315,0.2613379780798631,0.22643593155077435,92.65828523497665,0.08687257881870308,188.92999600671828,0
3330,0.5143934886297559,0.46008443689601564,881.1386358848163,0.1754821509076103,0.287971127942767,83.47868081023732,0.01523786564844451,195.37483635917107,1
3340,0.6160726405069162,0.7153394237182646,905.976974047782,0.1792462799850434,0.3287913158895227,92.12879135377003,0.0034823936865066574,161.47943799537924,0
3350,0.5460026420217527,0.6409612744511094,734.3462914197715,0.28356142758289926,0.276190369004695,118.66233757522176,-0.10275018783093254,148.18471073673425,1
3360,0.5407288023189701,0.5707939395883574,815.1516649134938,0.2624966697678106,0.2109130816565398,117.78829526689927,0.09790029265196887,138.72462200139992,0
3370,1.3554605840110072,1.2953690741968362,836.8709526866626,0.2862342733050484,0.3198922279317433,93.3951316054794,-0.13270536835660324,123.98248012184351,1
3380,1.2036578593800238,1.2397035078662821,810.715906528275,0.2638072981745881,0.380480655222135,102.83415745115046,-0.12402610253559199,141.48000609579964,0
3390,0.9741738290873252,0.8886135108831603,736.3075001455579,0.23957329589854526,0.27664307318945036,116.38381564443777,-0.015715131460689813,172.33886239562543,0
3400,0.5978341606510015,0.5039646610921626,825.6843370562426,0.24811991055418103,0.2432665555261654,80.24735290563586,-0.08548805515522365,162.68935450473685,1
3410,0.9916158751168324,0.9431524528190751,925.3534143425254,0.28336918859100146,0.2885154691865631,112.42734281350367,-0.10101480750674147,195.5233022624742,1
3420,0.9734717707805657,0.965996362128429,721.3022993599766,0.23682101317679105,0.20967254220975617,117.93478211155676,0.058095057821332674,151.70218099933604,0
3430,0.6732018699100152,0.7468563709916913,724.054004224571,0.2448586986492581,0.36409751689605496,83.65302937334228,0.060388698087417814,175.50906738627157,0
3440,0.933851649237973,0.9792854631912347,806.4313875507953,0.17347150740054007,0.3652681621900374,86.45790744131685,0.12980682791997172,159.1458197980097,0
3450,0.8985047343973734,0.9470460386373696,982.5177134856775,0.2210881830174154,0.3176000926859257,118.42985211085421,-0.03291657321080965,161.00609727393692,1
3460,1.1158500980522166,1.1009487649418317,900.5717940168743,0.25745956679371484,0.2706205777876779,101.50160574561386,-0.1707659635895399,141.4219451683294,1
3470,1.1350936508676437,1.1042806493770363,903.6009870017695,0.1906414047474548,0.35995667288915667,80.56786537886894,-0.09053344603141694,156.39606214735997,1
3480,0.5453040097720445,0.519511762368965,808.5759972513595,0.18033812707868024,0.31093740495767347,90.30527995054116,0.19200218527872676,157.66279976101657,0
3490,0.8746126146264712,0.9721425273736828,878.0982373625616,0.19707402123366233,0.36518646171000324,97.99774697075438,0.038503430093080826,176.5314017399147,0
3500,1.1258599157142364,1.0338817539967329,703.0393552083231,0.18622509419892502,0.32629175851660414,107.71635644099071,0.08389483392040809,195.25119993488912,0
3510,1.0031362585800876,1.0765425578045773,890.8288139228627,0.18223689555545936,0.35688109464255946,109.32641512547198,-0.1970568681498342,146.34570219860035,1
3520,1.3564898411883224,1.372224922902801,973.986084272871,0.21372762643021304,0.319712598643552,119.81686051701824,0.007282292873008356,123.37603748650388,0
3530,1.1586936316189451,1.1464167154568632,883.7720405034457,0.2861757770825301,0.28282821364313326,91.50044797535037,-0.18498853698727877,159.70361004005116,1
3540,0.6629344270814297,0.7079859591644571,962.1095780399035,0.22605894701080775,0.3915891719852275,101.52880407473901,0.0276920848365792,163.5569065719335,0
3550,0.5705687474004298,0.5679025356853704,917.1919166398282,0.17818805712229846,0.30822276497576895,101.33294191438421,0.16830833985443017,133.47524409055322,0
3560,1.1424192782063156,1.2171039258226477,736.1675249211071,0.1615457504071311,0.3210179037081077,96.2258103778895,0.18736765220016316,180.83716850208532,0
3570,0.5265113105416218,0.6066516833438735,970.7359921857526,0.2544234217706888,0.24409752788294986,86.76647575369681,0.016221070155569672,198.79432867531932,0
3580,1.0857755812734633,1.0701197666481543,719.9331533067325,0.20741981466545817,0.3251301578854553,119.09826252735371,-0.016718077899113615,195.66197736067687,0
3590,1.4402302414249575,1.3955958008719678,860.1902417643291,0.2732746419878039,0.3143215298965888,114.13268746666344,0.17800683769939762,135.7684831058922,0
3600,1.075474177875879,1.0939442435945514,742.6411371380373,0.24892661529611554,0.236967679589405,99.93332113176949,0.06944393279867805,190.02905919206086,0
3610,0.8881699262065219,0.9706425953298601,703.5119832192712,0.2694362175812053,0.21191741947062875,104.12981690736119,-0.17404028818463624,176.35949091293477,1
3620,1.1432882184423532,1.0854206562434865,826.6102780382917,0.1907919059127673,0.32087186394295425,89.0904421423865,-0.013709768933000965,156.30772510455293,0
3630,0.9582528904915166,0.9828462072042132,788.5122122962468,0.2538538383691587,0.35273845387006414,101.75148281566987,-0.10390199261427845,163.24887954597833,0
3640,1.045616789315935,1.071928833334439,845.800148139281,0.18960929770405782,0.3046802741844017,107.79880532485903,-0.012078271420527364,187.96801399859663,0
3650,1.4414648087765252,1.4880874132595814,873.1599660203652,0.2908602719175437,0.24535452506392916,100.60668113546356,-0.017813771197455308,158.41079517106985,0
3660,0.8861026378007743,0.8124161748262262,713.1217216926842,0.24545614223000617,0.333304395338607,119.61140682339766,0.032857921125896805,149.85658952841015,1
3670,1.4611905638239142,1.504355556760332,736.9009885371237,0.1986767700263013,0.21602114532192046,104.45366624990905,-0.0572918038602995,159.45979944207886,0
3680,1.4053506419560637,1.487157146089192,867.5927189351276,0.1904267793438409,0.28836674096039094,94.83894850368677,-0.13429182021762878,166.33038432280392,1
3690,0.6957911347892964,0.6317277565633448,802.9502059517974,0.17863898776074652,0.23267335167968406,110.88608110463352,0.0014877738359825032,135.1262123022679,0
3700,0.5693613008751655,0.5168699658599409,918.7520462648345,0.25419614383405914,0.2368918102119767,86.81850046326568,0.1320811537383048,192.07261842135927,0
3710,0.6007780013774267,0.6950570201857545,895.6874945775819,0.1828073419496891,0.24045878983164073,95.38063254825066,0.06560489122704094,173.9349559063691,0
3720,0.5182218256515497,0.45441721619344766,953.681308896972,0.23929548988912336,0.2773414114087956,93.87835801510343,-0.06465285362991366,170.6615133869991,0
3730,0.5944429607559284,0.6653199794298442,907.7478480007676,0.1896952540388036,0.21023004112407953,97.27228380431109,0.17420920910354293,127.95969809445106,0
3740,1.183006773416357,1.181462344705964,828.9793232170445,0.2492953417190803,0.27955868818581964,111.27119303714906,0.1648830284996729,168.33391505380735,1
